run_id,model,condition,task,task_complexity,rep,duration_ms,json_valid,json_error,rule_01_verdict,rule_01_detail,rule_02_verdict,rule_02_detail,rule_03_verdict,rule_03_detail,rule_04_verdict,rule_04_detail,rule_05_verdict,rule_05_detail,rule_06_verdict,rule_06_detail,rule_07_verdict,rule_07_detail,rule_08_verdict,rule_08_detail,rule_09_verdict,rule_09_detail,rule_10_verdict,rule_10_detail,rule_11_verdict,rule_11_detail,rule_12_verdict,rule_12_detail,rule_13_verdict,rule_13_detail,rule_14_verdict,rule_14_detail,rule_15_verdict,rule_15_detail,pass_count,fail_count,absent_count,deep_score,deep_score_pct,coverage
haiku_markdown_task1_rep1,haiku,markdown,1,simple,1,15413,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (55 chars),absent,no source field found anywhere,pass,"sans-serif: system-ui, sans-serif",fail,5 points but no label config,pass,scale.zero=true,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,fail,"unit appears in 3 places: axis, subtitle, title",pass,"accent colors in data: #1a476f, #5d666f, #c74634",pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.67 in [0.8, 2.5]",12,2,1,12,0.8,0.933
haiku_markdown_task1_rep2,haiku,markdown,1,simple,2,14145,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (52 chars),absent,no source field found anywhere,pass,"sans-serif: inter, helvetica, sans-serif",fail,5 points but no label config,fail,y domain starts at True,absent,no spine config found,pass,grid opacity=0.3 (subtle),fail,"unit appears in 3 places: axis, subtitle, title",pass,2 highlight flag(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.67 in [0.8, 2.5]",10,3,2,10,0.667,0.867
haiku_markdown_task1_rep3,haiku,markdown,1,simple,3,13788,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (53 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,pass,n/a (chart type: unknown),absent,no spine config found,pass,subtle grid colors: #d0d0d0,fail,"unit appears in 3 places: axis, subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,ratio 1.33 (acceptable),13,1,1,13,0.867,0.933
haiku_markdown_task2_rep1,haiku,markdown,2,medium,1,12439,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (76 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),absent,no spine config found,pass,gridlines disabled,pass,"unit in 2 locations: axis, subtitle",pass,3 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 2.00 >= 1.2,14,0,1,14,0.933,0.933
haiku_markdown_task2_rep2,haiku,markdown,2,medium,2,29322,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (45 chars),pass,"source: 'Epoch AI, Trends in Machine Learning 2024 | Chart: Claude Co'",pass,"sans-serif: sans-serif, inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line_chart),absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,2 annotation(s),absent,can't determine series count,pass,ratio 1.78 (acceptable),12,0,3,12,0.8,0.8
haiku_markdown_task2_rep3,haiku,markdown,2,medium,3,20735,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (53 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",absent,no font specified,absent,can't determine data count,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,3 annotation(s),absent,can't determine series count,pass,line chart ratio 1.78 >= 1.2,9,0,6,9,0.6,0.6
haiku_markdown_task3_rep1,haiku,markdown,3,complex,1,21881,True,,pass,3 muted colors,absent,no highlight data found,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (47 chars),absent,no source field found anywhere,absent,no font specified,pass,"24 points (>8, labels optional)",pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #e0e0e0,pass,"unit in 2 locations: axis, subtitle",fail,"no annotations, highlights, or emphasis found",pass,"1 series, no legend (correct)",pass,line chart ratio 1.60 >= 1.2,11,1,3,11,0.733,0.8
haiku_markdown_task3_rep2,haiku,markdown,3,complex,2,21858,True,,pass,3 muted colors,absent,no highlight data found,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (57 chars),absent,no source field found anywhere,absent,no font specified,pass,"24 points (>8, labels optional)",pass,n/a (chart type: line),pass,top+right spines removed,pass,grid opacity=0.2 (subtle),absent,unit in 1 location(s) — insufficient data,fail,"no annotations, highlights, or emphasis found",fail,1 series with legend (should use direct labels),pass,line chart ratio 1.78 >= 1.2,9,2,4,9,0.6,0.733
haiku_markdown_task3_rep3,haiku,markdown,3,complex,3,24753,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (56 chars),pass,"source: 'Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, sans-serif",absent,can't determine data count,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #e0e0e0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),absent,can't determine series count,pass,line chart ratio 1.78 >= 1.2,12,0,3,12,0.8,0.8
opus_markdown_task1_rep1,opus,markdown,1,simple,1,17929,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (50 chars),pass,"source: 'Source: IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,absent,bar chart with no explicit y-axis config,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,fail,"unit appears in 4 places: axis, labels, subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.33 in [0.8, 2.5]",13,1,1,13,0.867,0.933
opus_markdown_task1_rep2,opus,markdown,1,simple,2,18706,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (50 chars),pass,"source: 'Source: IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,absent,bar chart with no explicit y-axis config,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,fail,"unit appears in 3 places: axis, labels, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.33 in [0.8, 2.5]",13,1,1,13,0.867,0.933
opus_markdown_task1_rep3,opus,markdown,1,simple,3,21117,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (49 chars),pass,"source: 'Source: IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,absent,bar chart with no explicit y-axis config,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,fail,"unit appears in 3 places: axis, labels, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.33 in [0.8, 2.5]",13,1,1,13,0.867,0.933
opus_markdown_task2_rep1,opus,markdown,2,medium,1,29903,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (55 chars),pass,"source: 'Source: Epoch AI, ""Trends in Machine Learning"", 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,3 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_markdown_task2_rep2,opus,markdown,2,medium,2,31703,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (50 chars),pass,"source: 'Source: Epoch AI, ""Trends in Machine Learning"", 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 0 location(s) — insufficient data,pass,2 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_markdown_task2_rep3,opus,markdown,2,medium,3,51525,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (55 chars),pass,"source: 'Source: Epoch AI, ""Trends in Machine Learning"", 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",fail,8 points but no label config,pass,n/a (chart type: line),absent,spine config exists but unclear,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,2 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,12,1,2,12,0.8,0.867
opus_markdown_task3_rep1,opus,markdown,3,complex,1,109639,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (60 chars),pass,"source: 'Source: Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",fail,8 points but no label config,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,4 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,1,0,14,0.933,1.0
opus_markdown_task3_rep2,opus,markdown,3,complex,2,91236,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
opus_markdown_task3_rep3,opus,markdown,3,complex,3,73344,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (70 chars),pass,"source: 'Source: Company earnings reports, 2023–2024'",absent,no font specified,absent,can't determine data count,pass,n/a (chart type: line),absent,spine config exists but unclear,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,3 annotation(s),absent,can't determine series count,pass,line chart ratio 1.78 >= 1.2,10,0,5,10,0.667,0.667
zai-coding-plan-glm-4.7-flash_markdown_task1_rep1,zai-coding-plan/glm-4.7-flash,markdown,1,simple,1,75089,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task1_rep2,zai-coding-plan/glm-4.7-flash,markdown,1,simple,2,22584,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task1_rep3,zai-coding-plan/glm-4.7-flash,markdown,1,simple,3,16671,True,,absent,no data colors found,absent,no highlight data found,absent,no colors to evaluate,pass,single chart (auto-pass),absent,no title found,absent,no source field found anywhere,absent,no font specified,absent,can't determine data count,pass,n/a (chart type: unknown),absent,no spine config found,absent,no grid color specified,absent,unit in 0 location(s) — insufficient data,fail,"no annotations, highlights, or emphasis found",absent,can't determine series count,absent,no dimensions found,2,1,12,2,0.133,0.2
zai-coding-plan-glm-4.7-flash_markdown_task2_rep1,zai-coding-plan/glm-4.7-flash,markdown,2,medium,1,28125,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task2_rep2,zai-coding-plan/glm-4.7-flash,markdown,2,medium,2,75835,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task2_rep3,zai-coding-plan/glm-4.7-flash,markdown,2,medium,3,40662,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task3_rep1,zai-coding-plan/glm-4.7-flash,markdown,3,complex,1,168666,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task3_rep2,zai-coding-plan/glm-4.7-flash,markdown,3,complex,2,16759,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task3_rep3,zai-coding-plan/glm-4.7-flash,markdown,3,complex,3,21221,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-5_markdown_task1_rep1,zai-coding-plan/glm-5,markdown,1,simple,1,79732,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (44 chars),pass,"source: 'Source: IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",fail,5 points but no label config,absent,bar chart with no explicit y-axis config,absent,no spine config found,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.50 in [0.8, 2.5]",12,1,2,12,0.8,0.867
zai-coding-plan-glm-5_markdown_task1_rep2,zai-coding-plan/glm-5,markdown,1,simple,2,25232,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (41 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,absent,bar chart with no explicit y-axis config,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,fail,"unit appears in 3 places: axis, subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.50 in [0.8, 2.5]",13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_markdown_task1_rep3,zai-coding-plan/glm-5,markdown,1,simple,3,20392,True,,pass,5 muted colors,fail,4 distinct accent colors in data,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (44 chars),pass,"source: 'Source: IMF World Economic Outlook, 2024 | Chart: [ai]ctrl.d'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,pass,y min=0,absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: subtitle, title",pass,"accent colors in data: #e9c46a, #5d666f, #2d7282",pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.33 in [0.8, 2.5]",12,1,2,12,0.8,0.867
zai-coding-plan-glm-5_markdown_task2_rep1,zai-coding-plan/glm-5,markdown,2,medium,1,23786,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (43 chars),absent,no source field found anywhere,pass,"sans-serif: inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: unknown),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 highlight flag(s),pass,"2 series, no legend (correct)",pass,ratio 1.60 (acceptable),13,0,2,13,0.867,0.867
zai-coding-plan-glm-5_markdown_task2_rep2,zai-coding-plan/glm-5,markdown,2,medium,2,43260,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (43 chars),absent,no source field found anywhere,pass,"sans-serif: inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: unknown),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 highlight flag(s),pass,"2 series, no legend (correct)",pass,ratio 1.78 (acceptable),13,0,2,13,0.867,0.867
zai-coding-plan-glm-5_markdown_task2_rep3,zai-coding-plan/glm-5,markdown,2,medium,3,48276,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (51 chars),pass,"source: 'Source: Epoch AI, Trends in Machine Learning, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,2 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,11,1,3,11,0.733,0.8
zai-coding-plan-glm-5_markdown_task3_rep1,zai-coding-plan/glm-5,markdown,3,complex,1,30010,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (66 chars),pass,source: 'Company earnings reports | Chart: [ai]ctrl.dev',pass,"sans-serif: inter, helvetica, sans-serif",absent,can't determine data count,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,3 series with legend (acceptable),pass,line chart ratio 1.78 >= 1.2,12,0,3,12,0.8,0.8
zai-coding-plan-glm-5_markdown_task3_rep2,zai-coding-plan/glm-5,markdown,3,complex,2,30309,True,,pass,4 muted colors,absent,no highlight data found,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (50 chars),pass,"source: 'Source: Company earnings reports, 2023-2024 | Chart: aictrl.'",pass,"sans-serif: inter, helvetica, system-ui, sans-serif",fail,8 points but no label config,pass,n/a (chart type: line),pass,top+right spines removed,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",fail,"no annotations, highlights, or emphasis found",pass,3 series with legend (acceptable),pass,line chart ratio 1.78 >= 1.2,11,2,2,11,0.733,0.867
zai-coding-plan-glm-5_markdown_task3_rep3,zai-coding-plan/glm-5,markdown,3,complex,3,33756,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (56 chars),pass,"source: 'Company earnings reports, 2023-2024'",pass,"sans-serif: inter, helvetica, system-ui, sans-serif",absent,can't determine data count,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,2 annotation(s),pass,3 series with legend (acceptable),pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
