run_id,model,condition,task,task_complexity,rep,duration_ms,json_valid,json_error,rule_01_verdict,rule_01_detail,rule_02_verdict,rule_02_detail,rule_03_verdict,rule_03_detail,rule_04_verdict,rule_04_detail,rule_05_verdict,rule_05_detail,rule_06_verdict,rule_06_detail,rule_07_verdict,rule_07_detail,rule_08_verdict,rule_08_detail,rule_09_verdict,rule_09_detail,rule_10_verdict,rule_10_detail,rule_11_verdict,rule_11_detail,rule_12_verdict,rule_12_detail,rule_13_verdict,rule_13_detail,rule_14_verdict,rule_14_detail,rule_15_verdict,rule_15_detail,pass_count,fail_count,absent_count,deep_score,deep_score_pct,coverage
haiku_pseudocode_task1_rep1,haiku,pseudocode,1,simple,1,20727,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (75 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, system-ui, -apple-system, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.78 in [0.8, 2.5]",15,0,0,15,1.0,1.0
haiku_pseudocode_task1_rep2,haiku,pseudocode,1,simple,2,58541,True,,pass,4 muted colors,fail,3 distinct accent colors in data,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (85 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.78 in [0.8, 2.5]",14,1,0,14,0.933,1.0
haiku_pseudocode_task1_rep3,haiku,pseudocode,1,simple,3,81731,True,,pass,5 muted colors,fail,4 distinct accent colors in data,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (80 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: system-ui, -apple-system, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.78 in [0.8, 2.5]",14,1,0,14,0.933,1.0
haiku_pseudocode_task2_rep1,haiku,pseudocode,2,medium,1,59509,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (90 chars),pass,"source: 'Epoch AI, Trends in Machine Learning (2024)'",pass,"sans-serif: inter, -apple-system, blinkmacsystemfont, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 2.00 >= 1.2,15,0,0,15,1.0,1.0
haiku_pseudocode_task2_rep2,haiku,pseudocode,2,medium,2,85176,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (87 chars),pass,"source: 'Epoch AI, Trends in Machine Learning (2024)'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 2.00 >= 1.2,15,0,0,15,1.0,1.0
haiku_pseudocode_task2_rep3,haiku,pseudocode,2,medium,3,66328,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (96 chars),pass,"source: 'Epoch AI, Trends in Machine Learning 2024'",pass,"sans-serif: system-ui, -apple-system, 'helvetica neue', arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 2.00 >= 1.2,15,0,0,15,1.0,1.0
haiku_pseudocode_task3_rep1,haiku,pseudocode,3,complex,1,76725,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (50 chars),pass,"source: 'Company earnings reports, 2023-2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.67 >= 1.2,14,0,1,14,0.933,0.933
haiku_pseudocode_task3_rep2,haiku,pseudocode,3,complex,2,105564,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
haiku_pseudocode_task3_rep3,haiku,pseudocode,3,complex,3,21492,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (108 chars),pass,source: 'Company earnings reports',pass,sans-serif: system-ui,pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.67 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task1_rep1,opus,pseudocode,1,simple,1,18642,True,,pass,4 muted colors,fail,4 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (74 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",14,1,0,14,0.933,1.0
opus_pseudocode_task1_rep2,opus,pseudocode,1,simple,2,52947,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (65 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",15,0,0,15,1.0,1.0
opus_pseudocode_task1_rep3,opus,pseudocode,1,simple,3,64231,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (74 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, arial, system-ui, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",15,0,0,15,1.0,1.0
opus_pseudocode_task2_rep1,opus,pseudocode,2,medium,1,39079,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (51 chars),pass,"source: 'Epoch AI, 'Trends in Machine Learning', 2024'",pass,"sans-serif: inter, helvetica, arial, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task2_rep2,opus,pseudocode,2,medium,2,36900,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (51 chars),pass,"source: 'Epoch AI, 'Trends in Machine Learning', 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task2_rep3,opus,pseudocode,2,medium,3,61721,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (54 chars),pass,"source: 'Epoch AI, 'Trends in Machine Learning', 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task3_rep1,opus,pseudocode,3,complex,1,93010,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (70 chars),pass,"source: 'Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task3_rep2,opus,pseudocode,3,complex,2,56438,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (70 chars),pass,"source: 'Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,2 highlight flag(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,15,0,0,15,1.0,1.0
opus_pseudocode_task3_rep3,opus,pseudocode,3,complex,3,73486,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (57 chars),pass,"source: 'Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,15,0,0,15,1.0,1.0
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,1,46748,True,,absent,no data colors found,absent,no highlight data found,absent,no colors to evaluate,pass,single chart (auto-pass),absent,no title found,absent,no source field found anywhere,absent,no font specified,absent,can't determine data count,pass,n/a (chart type: unknown),absent,no spine config found,absent,no grid color specified,absent,unit in 0 location(s) — insufficient data,fail,"no annotations, highlights, or emphasis found",absent,can't determine series count,absent,no dimensions found,2,1,12,2,0.133,0.2
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,2,68500,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,3,36819,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (55 chars),pass,source: 'IMF World Economic Outlook',pass,sans-serif: inter,pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.78 in [0.8, 2.5]",15,0,0,15,1.0,1.0
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,1,75640,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (85 chars),pass,source: 'Epoch AI',pass,sans-serif: inter,pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,2,70290,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (83 chars),pass,source: 'Epoch AI',pass,"sans-serif: inter, helvetica, arial, system-ui",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,15,0,0,15,1.0,1.0
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,3,91733,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task3_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,3,complex,1,257169,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task3_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,3,complex,2,33020,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task3_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,3,complex,3,27830,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-5_pseudocode_task1_rep1,zai-coding-plan/glm-5,pseudocode,1,simple,1,21801,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (36 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",14,1,0,14,0.933,1.0
zai-coding-plan-glm-5_pseudocode_task1_rep2,zai-coding-plan/glm-5,pseudocode,1,simple,2,51137,True,,pass,4 muted colors,fail,3 distinct accent colors in data,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (88 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",14,1,0,14,0.933,1.0
zai-coding-plan-glm-5_pseudocode_task1_rep3,zai-coding-plan/glm-5,pseudocode,1,simple,3,86893,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (48 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,sans-serif: inter,pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",15,0,0,15,1.0,1.0
zai-coding-plan-glm-5_pseudocode_task2_rep1,zai-coding-plan/glm-5,pseudocode,2,medium,1,79952,True,,pass,2 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (43 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task2_rep2,zai-coding-plan/glm-5,pseudocode,2,medium,2,96449,True,,pass,2 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (71 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,1,0,14,0.933,1.0
zai-coding-plan-glm-5_pseudocode_task2_rep3,zai-coding-plan/glm-5,pseudocode,2,medium,3,64098,True,,pass,2 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (71 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",pass,sans-serif: inter,pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task3_rep1,zai-coding-plan/glm-5,pseudocode,3,complex,1,62790,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (56 chars),pass,source: 'Company earnings reports',pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task3_rep2,zai-coding-plan/glm-5,pseudocode,3,complex,2,74318,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (75 chars),pass,source: 'Company earnings reports',pass,sans-serif: inter,pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task3_rep3,zai-coding-plan/glm-5,pseudocode,3,complex,3,48970,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (55 chars),pass,source: 'Company earnings reports',pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
