run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,json_valid,json_error,rule_01_verdict,rule_01_detail,rule_02_verdict,rule_02_detail,rule_03_verdict,rule_03_detail,rule_04_verdict,rule_04_detail,rule_05_verdict,rule_05_detail,rule_06_verdict,rule_06_detail,rule_07_verdict,rule_07_detail,rule_08_verdict,rule_08_detail,rule_09_verdict,rule_09_detail,rule_10_verdict,rule_10_detail,rule_11_verdict,rule_11_detail,rule_12_verdict,rule_12_detail,rule_13_verdict,rule_13_detail,rule_14_verdict,rule_14_detail,rule_15_verdict,rule_15_detail,pass_count,fail_count,absent_count,deep_score,deep_score_pct,coverage
opus_markdown_task3_rep1,opus,markdown,3,complex,1,109639,4,3564,31357,33160,0.3120485,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (60 chars),pass,"source: 'Source: Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",fail,8 points but no label config,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,4 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,1,0,14,0.933,1.0
opus_markdown_task3_rep2,opus,markdown,3,complex,2,22959,3,1488,31128,0,0.052779,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (72 chars),pass,"source: 'Source: Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",absent,can't determine data count,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,4 annotation(s),absent,can't determine series count,pass,line chart ratio 1.78 >= 1.2,13,0,2,13,0.867,0.867
opus_markdown_task3_rep3,opus,markdown,3,complex,3,73344,3,2438,30233,4153,0.10203775000000001,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (70 chars),pass,"source: 'Source: Company earnings reports, 2023–2024'",absent,no font specified,absent,can't determine data count,pass,n/a (chart type: line),absent,spine config exists but unclear,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,3 annotation(s),absent,can't determine series count,pass,line chart ratio 1.78 >= 1.2,10,0,5,10,0.667,0.667
opus_none_task1_rep1,opus,none,1,simple,1,13183,3,459,30773,2762,0.044139,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),pass,insight title (40 chars),pass,"source: 'IMF World Economic Outlook, 2024'",absent,no font specified,fail,5 points but no label config,pass,y domain starts at 0,absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"1 series, no legend (correct)",absent,no dimensions found,8,1,6,8,0.533,0.6
opus_none_task1_rep2,opus,none,1,simple,2,46443,3,485,33535,0,0.028907500000000003,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),pass,insight title (40 chars),pass,"source: 'IMF World Economic Outlook, 2024'",absent,no font specified,fail,5 points but no label config,absent,bar chart with no explicit y-axis config,absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"1 series, no legend (correct)",absent,no dimensions found,7,1,7,7,0.467,0.533
opus_none_task1_rep3,opus,none,1,simple,3,35010,3,475,27400,5595,0.06055875,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),pass,insight title (40 chars),pass,"source: 'IMF World Economic Outlook, 2024'",absent,no font specified,fail,5 points but no label config,absent,bar chart with no explicit y-axis config,absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"1 series, no legend (correct)",absent,no dimensions found,7,1,7,7,0.467,0.533
opus_none_task2_rep1,opus,none,2,medium,1,18556,3,961,27400,6627,0.07915875,True,,pass,1 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),fail,label-style title: 'Growth of AI Model Sizes',pass,"source: 'Epoch AI, ""Trends in Machine Learning"", 2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,2 annotation(s),pass,"2 series, no legend (correct)",absent,no dimensions found,8,2,5,8,0.533,0.667
opus_none_task2_rep2,opus,none,2,medium,2,17933,3,1028,30773,3271,0.061545249999999996,True,,fail,saturated colors: #2563eb,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (36 chars),pass,"source: 'Epoch AI, ""Trends in Machine Learning"", 2024'",absent,no font specified,pass,8 points with labels configured,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,2 annotation(s),pass,"2 series, no legend (correct)",absent,no dimensions found,10,1,4,10,0.667,0.733
opus_none_task2_rep3,opus,none,2,medium,3,18022,3,939,30773,2874,0.056839,True,,fail,saturated colors: #2563eb,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (36 chars),pass,"source: 'Epoch AI, ""Trends in Machine Learning"", 2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,2 annotation(s),pass,"2 series, no legend (correct)",absent,no dimensions found,9,2,4,9,0.6,0.733
opus_none_task3_rep1,opus,none,3,complex,1,21432,4,1535,64481,3724,0.09391050000000001,True,,fail,"neon/primary colors: #4285f4, #0078d4, #ff9900",pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (38 chars),pass,"source: 'Company earnings reports, 2023–2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",absent,no dimensions found,8,2,5,8,0.533,0.667
opus_none_task3_rep2,opus,none,3,complex,2,23645,4,1562,67416,782,0.0776655,True,,fail,"neon/primary colors: #4285f4, #0078d4, #ff9900",pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (38 chars),pass,"source: 'Company earnings reports, 2023–2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",absent,no dimensions found,8,2,5,8,0.533,0.667
opus_none_task3_rep3,opus,none,3,complex,3,22346,4,1551,67416,788,0.077428,True,,fail,"neon/primary colors: #4285f4, #0078d4, #ff9900",pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (38 chars),pass,"source: 'Company earnings reports, 2023–2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",absent,no dimensions found,8,2,5,8,0.533,0.667
opus_pseudocode_task1_rep1,opus,pseudocode,1,simple,1,18642,3,946,0,36091,0.24923374999999998,True,,pass,4 muted colors,fail,4 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (74 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",14,1,0,14,0.933,1.0
opus_pseudocode_task1_rep2,opus,pseudocode,1,simple,2,52947,3,1130,0,32944,0.234165,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (65 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",15,0,0,15,1.0,1.0
opus_pseudocode_task1_rep3,opus,pseudocode,1,simple,3,64231,3,940,32944,0,0.039987,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (74 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, arial, system-ui, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",15,0,0,15,1.0,1.0
opus_pseudocode_task2_rep1,opus,pseudocode,2,medium,1,39079,3,1220,0,27911,0.20495874999999997,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (51 chars),pass,"source: 'Epoch AI, 'Trends in Machine Learning', 2024'",pass,"sans-serif: inter, helvetica, arial, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task2_rep2,opus,pseudocode,2,medium,2,36900,3,1139,0,28292,0.20531500000000003,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (51 chars),pass,"source: 'Epoch AI, 'Trends in Machine Learning', 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task2_rep3,opus,pseudocode,2,medium,3,61721,3,1402,20394,6978,0.0888745,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (54 chars),pass,"source: 'Epoch AI, 'Trends in Machine Learning', 2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task3_rep1,opus,pseudocode,3,complex,1,93010,3,1135,0,32944,0.23429,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (70 chars),pass,"source: 'Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
opus_pseudocode_task3_rep2,opus,pseudocode,3,complex,2,56438,3,1696,23227,4534,0.082366,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (70 chars),pass,"source: 'Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,2 highlight flag(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,15,0,0,15,1.0,1.0
opus_pseudocode_task3_rep3,opus,pseudocode,3,complex,3,73486,3,1368,20394,7405,0.09069325,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (57 chars),pass,"source: 'Company earnings reports, 2023–2024'",pass,"sans-serif: inter, helvetica, arial, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,15,0,0,15,1.0,1.0
zai-coding-plan-glm-4.7-flash_markdown_task1_rep1,zai-coding-plan/glm-4.7-flash,markdown,1,simple,1,75089,9245,1043,8579,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task1_rep2,zai-coding-plan/glm-4.7-flash,markdown,1,simple,2,22584,9405,838,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task1_rep3,zai-coding-plan/glm-4.7-flash,markdown,1,simple,3,16671,9404,924,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task2_rep1,zai-coding-plan/glm-4.7-flash,markdown,2,medium,1,28125,9510,1323,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task2_rep2,zai-coding-plan/glm-4.7-flash,markdown,2,medium,2,75835,9513,748,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task2_rep3,zai-coding-plan/glm-4.7-flash,markdown,2,medium,3,40662,9348,930,8579,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task3_rep1,zai-coding-plan/glm-4.7-flash,markdown,3,complex,1,168666,9572,793,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task3_rep2,zai-coding-plan/glm-4.7-flash,markdown,3,complex,2,16759,9570,903,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_markdown_task3_rep3,zai-coding-plan/glm-4.7-flash,markdown,3,complex,3,21221,9573,1095,8418,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task1_rep1,zai-coding-plan/glm-4.7-flash,none,1,simple,1,66645,15898,653,478,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task1_rep2,zai-coding-plan/glm-4.7-flash,none,1,simple,2,35620,7794,577,8579,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task1_rep3,zai-coding-plan/glm-4.7-flash,none,1,simple,3,33238,15894,980,478,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task2_rep1,zai-coding-plan/glm-4.7-flash,none,2,medium,1,24719,15999,809,478,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task2_rep2,zai-coding-plan/glm-4.7-flash,none,2,medium,2,16975,8060,728,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task2_rep3,zai-coding-plan/glm-4.7-flash,none,2,medium,3,86298,16001,982,476,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task3_rep1,zai-coding-plan/glm-4.7-flash,none,3,complex,1,22142,8122,1147,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task3_rep2,zai-coding-plan/glm-4.7-flash,none,3,complex,2,26377,8120,1062,8417,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_none_task3_rep3,zai-coding-plan/glm-4.7-flash,none,3,complex,3,22194,7973,1080,8566,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
