run_id,model,condition,task,task_complexity,rep,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_cost_usd,json_valid,json_error,rule_01_verdict,rule_01_detail,rule_02_verdict,rule_02_detail,rule_03_verdict,rule_03_detail,rule_04_verdict,rule_04_detail,rule_05_verdict,rule_05_detail,rule_06_verdict,rule_06_detail,rule_07_verdict,rule_07_detail,rule_08_verdict,rule_08_detail,rule_09_verdict,rule_09_detail,rule_10_verdict,rule_10_detail,rule_11_verdict,rule_11_detail,rule_12_verdict,rule_12_detail,rule_13_verdict,rule_13_detail,rule_14_verdict,rule_14_detail,rule_15_verdict,rule_15_detail,pass_count,fail_count,absent_count,deep_score,deep_score_pct,coverage
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,1,46748,18535,877,476,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,2,68500,10490,834,8521,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task1_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,1,simple,3,36819,18535,919,478,0,0,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (55 chars),pass,source: 'IMF World Economic Outlook',pass,sans-serif: inter,pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.78 in [0.8, 2.5]",15,0,0,15,1.0,1.0
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,1,75640,10701,1456,8417,0,0,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (85 chars),pass,source: 'Epoch AI',pass,sans-serif: inter,pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,2,70290,19076,1313,43,0,0,True,,pass,5 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (83 chars),pass,source: 'Epoch AI',pass,"sans-serif: inter, helvetica, arial, system-ui",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,15,0,0,15,1.0,1.0
zai-coding-plan-glm-4.7-flash_pseudocode_task2_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,2,medium,3,91733,10702,1074,8418,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task3_rep1,zai-coding-plan/glm-4.7-flash,pseudocode,3,complex,1,257169,18704,1331,476,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task3_rep2,zai-coding-plan/glm-4.7-flash,pseudocode,3,complex,2,33020,10601,1169,8579,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-4.7-flash_pseudocode_task3_rep3,zai-coding-plan/glm-4.7-flash,pseudocode,3,complex,3,27830,18702,1475,478,0,0,False,could not extract valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,absent,no valid JSON,0,0,15,0,0.0,0.0
zai-coding-plan-glm-5_markdown_task1_rep1,zai-coding-plan/glm-5,markdown,1,simple,1,79732,17372,712,448,0,0,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (44 chars),pass,"source: 'Source: IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",fail,5 points but no label config,absent,bar chart with no explicit y-axis config,absent,no spine config found,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.50 in [0.8, 2.5]",12,1,2,12,0.8,0.867
zai-coding-plan-glm-5_markdown_task1_rep2,zai-coding-plan/glm-5,markdown,1,simple,2,25232,17368,517,448,0,0,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (41 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,absent,bar chart with no explicit y-axis config,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,fail,"unit appears in 3 places: axis, subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.50 in [0.8, 2.5]",13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_markdown_task1_rep3,zai-coding-plan/glm-5,markdown,1,simple,3,20392,17371,588,448,0,0,True,,pass,5 muted colors,fail,4 distinct accent colors in data,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (44 chars),pass,"source: 'Source: IMF World Economic Outlook, 2024 | Chart: [ai]ctrl.d'",pass,"sans-serif: inter, helvetica, sans-serif",pass,5 points with labels configured,pass,y min=0,absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: subtitle, title",pass,"accent colors in data: #5d666f, #e9c46a, #2d7282",pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.33 in [0.8, 2.5]",12,1,2,12,0.8,0.867
zai-coding-plan-glm-5_markdown_task2_rep1,zai-coding-plan/glm-5,markdown,2,medium,1,23786,9537,892,8384,0,0,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (43 chars),absent,no source field found anywhere,pass,"sans-serif: inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: unknown),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 highlight flag(s),pass,"2 series, no legend (correct)",pass,ratio 1.60 (acceptable),13,0,2,13,0.867,0.867
zai-coding-plan-glm-5_markdown_task2_rep2,zai-coding-plan/glm-5,markdown,2,medium,2,43260,9535,1093,8384,0,0,True,,pass,3 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (43 chars),absent,no source field found anywhere,pass,"sans-serif: inter, helvetica, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: unknown),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 highlight flag(s),pass,"2 series, no legend (correct)",pass,ratio 1.78 (acceptable),13,0,2,13,0.867,0.867
zai-coding-plan-glm-5_markdown_task2_rep3,zai-coding-plan/glm-5,markdown,2,medium,3,48276,9535,697,8384,0,0,True,,pass,2 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (51 chars),pass,"source: 'Source: Epoch AI, Trends in Machine Learning, 2024'",pass,"sans-serif: inter, helvetica, sans-serif",fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,2 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,11,1,3,11,0.733,0.8
zai-coding-plan-glm-5_markdown_task3_rep1,zai-coding-plan/glm-5,markdown,3,complex,1,30010,17534,707,448,0,0,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (66 chars),pass,source: 'Company earnings reports | Chart: [ai]ctrl.dev',pass,"sans-serif: inter, helvetica, sans-serif",absent,can't determine data count,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,3 series with legend (acceptable),pass,line chart ratio 1.78 >= 1.2,12,0,3,12,0.8,0.8
zai-coding-plan-glm-5_markdown_task3_rep2,zai-coding-plan/glm-5,markdown,3,complex,2,30309,9600,901,8384,0,0,True,,pass,4 muted colors,absent,no highlight data found,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (50 chars),pass,"source: 'Source: Company earnings reports, 2023-2024 | Chart: aictrl.'",pass,"sans-serif: inter, helvetica, system-ui, sans-serif",fail,8 points but no label config,pass,n/a (chart type: line),pass,top+right spines removed,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",fail,"no annotations, highlights, or emphasis found",pass,3 series with legend (acceptable),pass,line chart ratio 1.78 >= 1.2,11,2,2,11,0.733,0.867
zai-coding-plan-glm-5_markdown_task3_rep3,zai-coding-plan/glm-5,markdown,3,complex,3,33756,9471,942,8512,0,0,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (56 chars),pass,"source: 'Company earnings reports, 2023-2024'",pass,"sans-serif: inter, helvetica, system-ui, sans-serif",absent,can't determine data count,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,2 annotation(s),pass,3 series with legend (acceptable),pass,line chart ratio 1.78 >= 1.2,14,0,1,14,0.933,0.933
zai-coding-plan-glm-5_none_task1_rep1,zai-coding-plan/glm-5,none,1,simple,1,19672,15923,269,448,0,0,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),pass,title present (30 chars),pass,"source: 'IMF World Economic Outlook, 2024'",absent,no font specified,fail,5 points but no label config,absent,bar chart with no explicit y-axis config,absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"1 series, no legend (correct)",absent,no dimensions found,7,1,7,7,0.467,0.533
zai-coding-plan-glm-5_none_task1_rep2,zai-coding-plan/glm-5,none,1,simple,2,11152,15921,288,448,0,0,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),fail,title too short (19 chars): '2023 GDP by Economy',pass,"source: 'IMF World Economic Outlook, 2024'",absent,no font specified,fail,5 points but no label config,pass,y min=0,absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"1 series, no legend (correct)",absent,no dimensions found,6,2,7,6,0.4,0.533
zai-coding-plan-glm-5_none_task1_rep3,zai-coding-plan/glm-5,none,1,simple,3,12609,7985,286,8384,0,0,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),pass,title present (30 chars),pass,"source: 'IMF World Economic Outlook, 2024'",absent,no font specified,fail,5 points but no label config,pass,y min=0,absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"1 series, no legend (correct)",absent,no dimensions found,8,1,6,8,0.533,0.6
zai-coding-plan-glm-5_none_task2_rep1,zai-coding-plan/glm-5,none,2,medium,1,21470,7769,471,8704,0,0,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),fail,label-style title: 'Growth of AI Model Sizes',pass,"source: 'Epoch AI, ""Trends in Machine Learning"", 2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",absent,no dimensions found,6,2,7,6,0.4,0.533
zai-coding-plan-glm-5_none_task2_rep2,zai-coding-plan/glm-5,none,2,medium,2,21813,8087,456,8384,0,0,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),fail,label-style title: 'Growth of AI Model Sizes',pass,"source: 'Epoch AI, ""Trends in Machine Learning"", 2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,2 annotation(s),pass,"2 series, no legend (correct)",absent,no dimensions found,6,2,7,6,0.4,0.533
zai-coding-plan-glm-5_none_task2_rep3,zai-coding-plan/glm-5,none,2,medium,3,37774,16024,527,448,0,0,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),fail,label-style title: 'Growth of AI Model Sizes',pass,"source: 'Epoch AI, ""Trends in Machine Learning"", 2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,pass,"unit in 2 locations: axis, subtitle",pass,2 annotation(s),pass,"2 series, no legend (correct)",absent,no dimensions found,7,2,6,7,0.467,0.6
zai-coding-plan-glm-5_none_task3_rep1,zai-coding-plan/glm-5,none,3,complex,1,37348,7958,592,8576,0,0,True,,absent,no data colors found,pass,highlight/accent present and <=2,absent,no colors to evaluate,pass,single chart (auto-pass),pass,insight title (32 chars),pass,"source: 'Company earnings reports, 2023-2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",absent,no dimensions found,7,1,7,7,0.467,0.533
zai-coding-plan-glm-5_none_task3_rep2,zai-coding-plan/glm-5,none,3,complex,2,32977,8022,690,8512,0,0,True,,fail,"neon/primary colors: #4285f4, #0078d4, #ff9900",pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (32 chars),pass,"source: 'Company earnings reports, 2023-2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,3 series with legend (acceptable),absent,no dimensions found,8,2,5,8,0.533,0.667
zai-coding-plan-glm-5_none_task3_rep3,zai-coding-plan/glm-5,none,3,complex,3,69623,8149,634,8384,0,0,True,,fail,"neon/primary colors: #4285f4, #0078d4, #ff9900",pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (33 chars),pass,"source: 'Company earnings reports, 2023-2024'",absent,no font specified,fail,8 points but no label config,pass,n/a (chart type: line),absent,no spine config found,absent,no grid color specified,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",absent,no dimensions found,8,2,5,8,0.533,0.667
zai-coding-plan-glm-5_pseudocode_task1_rep1,zai-coding-plan/glm-5,pseudocode,1,simple,1,21801,18553,632,448,0,0,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (36 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",14,1,0,14,0.933,1.0
zai-coding-plan-glm-5_pseudocode_task1_rep2,zai-coding-plan/glm-5,pseudocode,1,simple,2,51137,10296,943,8704,0,0,True,,pass,4 muted colors,fail,3 distinct accent colors in data,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (88 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",14,1,0,14,0.933,1.0
zai-coding-plan-glm-5_pseudocode_task1_rep3,zai-coding-plan/glm-5,pseudocode,1,simple,3,86893,18553,2183,448,0,0,True,,pass,4 muted colors,pass,highlight/accent present and <=2,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (48 chars),pass,"source: 'IMF World Economic Outlook, 2024'",pass,sans-serif: inter,pass,5 points with labels configured,pass,y min=0,pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: subtitle, title",pass,1 annotation(s),pass,"1 series, no legend (correct)",pass,"bar chart ratio 1.60 in [0.8, 2.5]",15,0,0,15,1.0,1.0
zai-coding-plan-glm-5_pseudocode_task2_rep1,zai-coding-plan/glm-5,pseudocode,2,medium,1,79952,10721,1025,8384,0,0,True,,pass,2 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (43 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task2_rep2,zai-coding-plan/glm-5,pseudocode,2,medium,2,96449,18657,853,448,0,0,True,,pass,2 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (71 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,pass,"unit in 2 locations: axis, subtitle",pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,14,1,0,14,0.933,1.0
zai-coding-plan-glm-5_pseudocode_task2_rep3,zai-coding-plan/glm-5,pseudocode,2,medium,3,64098,10722,794,8384,0,0,True,,pass,2 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (71 chars),pass,"source: 'Epoch AI, Trends in Machine Learning, 2024'",pass,sans-serif: inter,pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"2 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task3_rep1,zai-coding-plan/glm-5,pseudocode,3,complex,1,62790,10785,800,8384,0,0,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (56 chars),pass,source: 'Company earnings reports',pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task3_rep2,zai-coding-plan/glm-5,pseudocode,3,complex,2,74318,10655,974,8512,0,0,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (75 chars),pass,source: 'Company earnings reports',pass,sans-serif: inter,pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
zai-coding-plan-glm-5_pseudocode_task3_rep3,zai-coding-plan/glm-5,pseudocode,3,complex,3,48970,10783,924,8384,0,0,True,,pass,4 muted colors,fail,3 data points flagged as highlight,pass,no red+green conflict,pass,single chart (auto-pass),pass,insight title (55 chars),pass,source: 'Company earnings reports',pass,"sans-serif: inter, system-ui, sans-serif",pass,8 points with labels configured,pass,n/a (chart type: line),pass,top+right spines removed,pass,subtle grid colors: #d0d0d0,absent,unit in 1 location(s) — insufficient data,pass,1 annotation(s),pass,"3 series, no legend (correct)",pass,line chart ratio 1.78 >= 1.2,13,1,1,13,0.867,0.933
